Index;Education level;Degree;Tuition fees;ID;Branches of Science;Group of Professions;Year;Number of Applications;Number of Students
1115;Higher Education;Specialist's degree;Scholarship / tuition-free;2;Engineering and Technology;Electrical and Thermal Power Engineering;2017;584;103
1116;Higher Education;Specialist's degree;Scholarship / tuition-free;2;Engineering and Technology;Nuclear Energy and Technology;2017;3666;671
1117;Higher Education;Specialist's degree;Scholarship / tuition-free;2;Engineering and Technology;Mechanical Engineering;2017;4005;570
1118;Higher Education;Specialist's degree;Scholarship / tuition-free;2;Engineering and Technology;Physics and Technical Sciences and Technologies;2017;406;36
1119;Higher Education;Specialist's degree;Scholarship / tuition-free;2;Engineering and Technology;Weaponry and Military Technology;2017;3756;632
1120;Higher Education;Specialist's degree;Scholarship / tuition-free;2;Engineering and Technology;Chemical Technologies;2017;3652;649
1121;Higher Education;Specialist's degree;Scholarship / tuition-free;2;Engineering and Technology;Industrial Ecology and Biotechnology;2017;0;0
1122;Higher Education;Specialist's degree;Scholarship / tuition-free;2;Engineering and Technology;Industrial Safety and Environmental Management;2017;3120;514
1123;Higher Education;Specialist's degree;Scholarship / tuition-free;2;Engineering and Technology;Geology, Mining, Oil and Gas Engineering and Geodesy;2017;30017;5637
1124;Higher Education;Specialist's degree;Scholarship / tuition-free;2;Engineering and Technology;Material Technology;2017;0;0
1125;Higher Education;Specialist's degree;Scholarship / tuition-free;2;Engineering and Technology;Transport Equipment and Technologies;2017;49085;9727
1126;Higher Education;Specialist's degree;Scholarship / tuition-free;2;Engineering and Technology;Aviation, Rocket, and Space Technology;2017;14959;2822
1127;Higher Education;Specialist's degree;Scholarship / tuition-free;2;Engineering and Technology;Air Navigation and Operation of Aviation, Rocket and Space Technology;2017;3886;1020
1128;Higher Education;Specialist's degree;Scholarship / tuition-free;2;Engineering and Technology;Shipbuilding and Water Transport Technologies;2017;11364;3274
1129;Higher Education;Specialist's degree;Scholarship / tuition-free;2;Engineering and Technology;Technical Management;2017;741;92
1130;Higher Education;Specialist's degree;Scholarship / tuition-free;2;Engineering and Technology;Nanotechnology;2017;0;0
1131;Higher Education;Specialist's degree;Scholarship / tuition-free;2;Engineering and Technology;Light Industry Technologies;2017;0;0
1132;Higher Education;Specialist's degree;Scholarship / tuition-free;3;Healthcare and Medicine;Fundamental Medicine;2017;9148;567
1133;Higher Education;Specialist's degree;Scholarship / tuition-free;3;Healthcare and Medicine;Clinical Medicine;2017;186642;21492
1134;Higher Education;Specialist's degree;Scholarship / tuition-free;3;Healthcare and Medicine;Health Sciences and Preventive Healthcare;2017;14878;1248
1135;Higher Education;Specialist's degree;Scholarship / tuition-free;3;Healthcare and Medicine;Pharmacy;2017;27248;2322
1136;Higher Education;Specialist's degree;Scholarship / tuition-free;3;Healthcare and Medicine;Nursing;2017;0;0
1137;Higher Education;Specialist's degree;Scholarship / tuition-free;4;Agriculture;Agriculture, Forestry, and Fisheries;2017;0;0
1138;Higher Education;Specialist's degree;Scholarship / tuition-free;4;Agriculture;Veterinary Medicine and Zootechnics;2017;12201;4421
1139;Higher Education;Specialist's degree;Scholarship / tuition-free;5;Social Sciences;Psychology;2017;9898;926
1140;Higher Education;Specialist's degree;Scholarship / tuition-free;5;Social Sciences;Economics and Management;2017;12842;883
1141;Higher Education;Specialist's degree;Scholarship / tuition-free;5;Social Sciences;Sociology and Social Services;2017;0;0
1142;Higher Education;Specialist's degree;Scholarship / tuition-free;5;Social Sciences;Jurisprudence;2017;17226;787
1143;Higher Education;Specialist's degree;Scholarship / tuition-free;5;Social Sciences;Political Science and Regional Studies;2017;0;0
1144;Higher Education;Specialist's degree;Scholarship / tuition-free;5;Social Sciences;Mass Media and Information;2017;0;0
1145;Higher Education;Specialist's degree;Scholarship / tuition-free;5;Social Sciences;Service and Tourism;2017;0;0
1146;Higher Education;Specialist's degree;Scholarship / tuition-free;6;Education Sciences and Pedagogy;Education Sciences and Pedagogy;2017;2426;383
1147;Higher Education;Specialist's degree;Scholarship / tuition-free;7;Humanities;Linguistics and Philology;2017;6155;395
1148;Higher Education;Specialist's degree;Scholarship / tuition-free;7;Humanities;History and Archaeology;2017;0;0
1149;Higher Education;Specialist's degree;Scholarship / tuition-free;7;Humanities;Philosophy, Ethics, and Religious Studies;2017;0;0
1150;Higher Education;Specialist's degree;Scholarship / tuition-free;7;Humanities;Theology;2017;0;0
1151;Higher Education;Specialist's degree;Scholarship / tuition-free;7;Humanities;Physical Education and Sports;2017;0;0
1152;Higher Education;Specialist's degree;Scholarship / tuition-free;8;Arts and Culture;Art History;2017;0;0
1153;Higher Education;Specialist's degree;Scholarship / tuition-free;8;Arts and Culture;Cultural Studies and Socio-Cultural Projects;2017;206;69
1154;Higher Education;Specialist's degree;Scholarship / tuition-free;8;Arts and Culture;Performing Arts and Literary Creativity;2017;9590;917
1155;Higher Education;Specialist's degree;Scholarship / tuition-free;8;Arts and Culture;Musical Art;2017;3409;1168
1156;Higher Education;Specialist's degree;Scholarship / tuition-free;8;Arts and Culture;Design and Restoration;2017;3615;711
1157;Higher Education;Specialist's degree;Scholarship / tuition-free;8;Arts and Culture;Film and Screen Arts;2017;3685;291
1158;Higher Education;Specialist's degree;Scholarship / tuition-free;9;Military Science;Military Management;2017;19;12
1159;Higher Education;Specialist's degree;Scholarship / tuition-free;9;Military Science;Ensuring National Security;2017;NaN;NaN
1160;Higher Education;Specialist's degree;Scholarship / tuition-free;10;Oriental and African Studies;Oriental and African Studies;2017;0;0
1161;Higher Education;Master's degree;Scholarship / tuition-free;1;Mathematical and Natural Sciences;Mathematics and Mechanics;2017;9333;3871
1162;Higher Education;Master's degree;Scholarship / tuition-free;1;Mathematical and Natural Sciences;Computer Science;2017;3558;1289
1163;Higher Education;Master's degree;Scholarship / tuition-free;1;Mathematical and Natural Sciences;Physics and Astronomy;2017;5221;2986
1164;Higher Education;Master's degree;Scholarship / tuition-free;1;Mathematical and Natural Sciences;Chemistry;2017;2548;1415
1165;Higher Education;Master's degree;Scholarship / tuition-free;1;Mathematical and Natural Sciences;Earth Science;2017;7864;3308
1166;Higher Education;Master's degree;Scholarship / tuition-free;1;Mathematical and Natural Sciences;Biological Sciences;2017;4987;2528
1167;Higher Education;Master's degree;Scholarship / tuition-free;2;Engineering and Technology;Architecture;2017;3806;1414
1168;Higher Education;Master's degree;Scholarship / tuition-free;2;Engineering and Technology;Construction Equipment and Technologies;2017;17293;6285
1169;Higher Education;Master's degree;Scholarship / tuition-free;2;Engineering and Technology;Information Technology;2017;25362;9094
1170;Higher Education;Master's degree;Scholarship / tuition-free;2;Engineering and Technology;Information Security;2017;1515;550
1171;Higher Education;Master's degree;Scholarship / tuition-free;2;Engineering and Technology;Electronics, and Radio Engineering and Communication Systems;2017;8493;4107
1172;Higher Education;Master's degree;Scholarship / tuition-free;2;Engineering and Technology;Photonics, Instrument Engineering, Optical and Biotechnical Technologies;2017;4436;2167
1173;Higher Education;Master's degree;Scholarship / tuition-free;2;Engineering and Technology;Electrical and Thermal Power Engineering;2017;12009;5643
1174;Higher Education;Master's degree;Scholarship / tuition-free;2;Engineering and Technology;Nuclear Energy and Technology;2017;1270;616
1175;Higher Education;Master's degree;Scholarship / tuition-free;2;Engineering and Technology;Mechanical Engineering;2017;12375;5850
1176;Higher Education;Master's degree;Scholarship / tuition-free;2;Engineering and Technology;Physics and Technical Sciences and Technologies;2017;1479;784
1177;Higher Education;Master's degree;Scholarship / tuition-free;2;Engineering and Technology;Weaponry and Military Technology;2017;72;46
1178;Higher Education;Master's degree;Scholarship / tuition-free;2;Engineering and Technology;Chemical Technologies;2017;5908;3136
1179;Higher Education;Master's degree;Scholarship / tuition-free;2;Engineering and Technology;Industrial Ecology and Biotechnology;2017;6193;2652
1180;Higher Education;Master's degree;Scholarship / tuition-free;2;Engineering and Technology;Industrial Safety and Environmental Management;2017;7157;2691
1181;Higher Education;Master's degree;Scholarship / tuition-free;2;Engineering and Technology;Geology, Mining, Oil and Gas Engineering and Geodesy;2017;7887;2648
1182;Higher Education;Master's degree;Scholarship / tuition-free;2;Engineering and Technology;Material Technology;2017;4214;2052
1183;Higher Education;Master's degree;Scholarship / tuition-free;2;Engineering and Technology;Transport Equipment and Technologies;2017;5135;2364
1184;Higher Education;Master's degree;Scholarship / tuition-free;2;Engineering and Technology;Aviation, Rocket, and Space Technology;2017;1337;761
1185;Higher Education;Master's degree;Scholarship / tuition-free;2;Engineering and Technology;Air Navigation and Operation of Aviation, Rocket and Space Technology;2017;560;265
1186;Higher Education;Master's degree;Scholarship / tuition-free;2;Engineering and Technology;Shipbuilding and Water Transport Technologies;2017;969;438
1187;Higher Education;Master's degree;Scholarship / tuition-free;2;Engineering and Technology;Technical Management;2017;11069;4355
1188;Higher Education;Master's degree;Scholarship / tuition-free;2;Engineering and Technology;Nanotechnology;2017;616;328
1189;Higher Education;Master's degree;Scholarship / tuition-free;2;Engineering and Technology;Light Industry Technologies;2017;942;554
1190;Higher Education;Master's degree;Scholarship / tuition-free;3;Healthcare and Medicine;Fundamental Medicine;2017;0;0
1191;Higher Education;Master's degree;Scholarship / tuition-free;3;Healthcare and Medicine;Clinical Medicine;2017;0;0
1192;Higher Education;Master's degree;Scholarship / tuition-free;3;Healthcare and Medicine;Health Sciences and Preventive Healthcare;2017;235;102
1193;Higher Education;Master's degree;Scholarship / tuition-free;3;Healthcare and Medicine;Pharmacy;2017;0;0
1194;Higher Education;Master's degree;Scholarship / tuition-free;3;Healthcare and Medicine;Nursing;2017;0;0
1195;Higher Education;Master's degree;Scholarship / tuition-free;4;Agriculture;Agriculture, Forestry, and Fisheries;2017;10340;5258
1196;Higher Education;Master's degree;Scholarship / tuition-free;4;Agriculture;Veterinary Medicine and Zootechnics;2017;2349;1364
1197;Higher Education;Master's degree;Scholarship / tuition-free;5;Social Sciences;Psychology;2017;10204;2171
1198;Higher Education;Master's degree;Scholarship / tuition-free;5;Social Sciences;Economics and Management;2017;77975;11255
1199;Higher Education;Master's degree;Scholarship / tuition-free;5;Social Sciences;Sociology and Social Services;2017;7749;3003
1200;Higher Education;Master's degree;Scholarship / tuition-free;5;Social Sciences;Jurisprudence;2017;46988;6396
1201;Higher Education;Master's degree;Scholarship / tuition-free;5;Social Sciences;Political Science and Regional Studies;2017;10364;1963
1202;Higher Education;Master's degree;Scholarship / tuition-free;5;Social Sciences;Mass Media and Information;2017;7760;2086
1203;Higher Education;Master's degree;Scholarship / tuition-free;5;Social Sciences;Service and Tourism;2017;4922;1563
1204;Higher Education;Master's degree;Scholarship / tuition-free;6;Education Sciences and Pedagogy;Education Sciences and Pedagogy;2017;51915;18311
1205;Higher Education;Master's degree;Scholarship / tuition-free;7;Humanities;Linguistics and Philology;2017;13424;4613
1206;Higher Education;Master's degree;Scholarship / tuition-free;7;Humanities;History and Archaeology;2017;5317;2313
1207;Higher Education;Master's degree;Scholarship / tuition-free;7;Humanities;Philosophy, Ethics, and Religious Studies;2017;1388;604
1208;Higher Education;Master's degree;Scholarship / tuition-free;7;Humanities;Theology;2017;244;127
1209;Higher Education;Master's degree;Scholarship / tuition-free;7;Humanities;Physical Education and Sports;2017;6831;2311
1210;Higher Education;Master's degree;Scholarship / tuition-free;8;Arts and Culture;Art History;2017;1130;264
1211;Higher Education;Master's degree;Scholarship / tuition-free;8;Arts and Culture;Cultural Studies and Socio-Cultural Projects;2017;2894;1040
1212;Higher Education;Master's degree;Scholarship / tuition-free;8;Arts and Culture;Performing Arts and Literary Creativity;2017;556;119
1213;Higher Education;Master's degree;Scholarship / tuition-free;8;Arts and Culture;Musical Art;2017;836;381
1214;Higher Education;Master's degree;Scholarship / tuition-free;8;Arts and Culture;Design and Restoration;2017;2536;829
1215;Higher Education;Master's degree;Scholarship / tuition-free;8;Arts and Culture;Film and Screen Arts;2017;0;0
1216;Higher Education;Master's degree;Scholarship / tuition-free;9;Military Science;Military Management;2017;0;0
